frames since last update;coins collected;deaths;levels beaten;score gathered;move count (no action, left, right, jump);!world name
46;0;0;1;100;[0, 1, 41, 3];levels/training_56.txt
58;2;0;1;110;[2, 3, 49, 3];levels/training_803.txt
146;7;1;1;125;[3, 7, 122, 13];levels/training_817.txt
143;2;1;1;105;[4, 2, 122, 14];levels/training_357.txt
76;4;0;1;120;[1, 1, 63, 10];levels/training_733.txt
531;6;3;0;10;[17, 15, 468, 31];levels/training_1_157.txt
1000;3;0;0;15;[22, 31, 917, 30];levels/training_686.txt
363;4;4;1;105;[12, 8, 322, 20];levels/training_1_173.txt
637;6;1;0;20;[13, 19, 578, 27];levels/training_346.txt
1000;4;7;0;0;[26, 18, 916, 40];levels/training_156.txt
93;6;0;1;130;[2, 3, 81, 6];levels/training_634.txt
907;4;16;0;0;[18, 28, 836, 25];levels/training_1_62.txt
69;1;2;1;105;[4, 1, 56, 7];levels/training_326.txt
106;5;0;1;125;[1, 5, 94, 5];levels/training_297.txt
825;6;3;0;5;[19, 23, 768, 15];levels/training_542.txt
87;0;1;1;100;[1, 0, 77, 8];levels/training_478.txt
163;1;0;1;105;[1, 4, 151, 6];levels/training_936.txt
750;8;2;0;20;[15, 24, 689, 22];levels/training_1_53.txt
884;7;10;1;105;[34, 22, 788, 39];levels/training_532.txt
116;4;1;0;10;[3, 3, 102, 8];levels/training_1_112.txt
351;3;64;1;115;[6, 11, 326, 7];levels/training_541.txt
649;1;2;0;0;[13, 28, 590, 18];levels/training_48.txt
198;5;0;1;125;[3, 4, 184, 6];levels/training_1_7.txt
73;3;3;1;115;[6, 3, 60, 3];levels/training_791.txt
146;0;0;1;100;[3, 3, 129, 10];levels/training_873.txt
88;2;1;1;110;[2, 1, 81, 3];levels/training_683.txt
495;3;6;0;0;[13, 13, 456, 13];levels/training_91.txt
209;4;2;1;105;[5, 9, 177, 17];levels/training_1_166.txt
159;4;1;1;115;[3, 5, 141, 9];levels/training_244.txt
632;9;4;0;5;[12, 21, 577, 22];levels/training_1_27.txt
77;2;1;1;100;[6, 0, 66, 4];levels/training_898.txt
83;4;0;1;120;[1, 1, 74, 6];levels/training_687.txt
196;0;0;1;100;[12, 5, 169, 9];levels/training_1_21.txt
68;3;0;1;115;[0, 1, 58, 8];levels/training_19.txt
213;5;0;1;125;[7, 4, 190, 11];levels/training_560.txt
160;3;0;1;115;[2, 2, 148, 7];levels/training_1_42.txt
138;1;0;1;105;[3, 1, 126, 7];levels/training_170.txt
65;4;0;0;20;[3, 1, 59, 2];levels/training_30.txt
1000;6;23;0;0;[27, 19, 872, 82];levels/training_814.txt
419;3;35;1;100;[12, 10, 379, 17];levels/training_771.txt
581;3;7;0;15;[18, 11, 521, 31];levels/training_1_10.txt
479;4;3;1;100;[11, 8, 442, 17];levels/training_658.txt
93;2;0;1;110;[4, 2, 81, 5];levels/training_78.txt
397;4;1;1;110;[15, 97, 267, 17];levels/training_369.txt
31;0;0;0;0;[0, 0, 30, 1];levels/training_1_151.txt
1000;5;0;0;25;[28, 27, 906, 39];levels/training_960.txt
189;1;1;1;100;[2, 8, 166, 12];levels/training_841.txt
60;0;0;1;100;[0, 0, 53, 6];levels/training_151.txt
164;3;0;1;115;[2, 3, 152, 6];levels/training_1_191.txt
71;3;0;1;115;[1, 2, 65, 2];levels/training_1_185.txt
91;0;0;1;100;[2, 0, 83, 5];levels/training_127.txt
385;6;3;1;100;[13, 14, 340, 17];levels/training_445.txt
40;1;0;0;5;[0, 1, 37, 2];levels/training_613.txt
1000;5;2;0;15;[20, 23, 158, 799];levels/training_1_56.txt
71;2;0;1;110;[0, 1, 56, 13];levels/training_743.txt
929;2;0;0;10;[25, 24, 69, 811];levels/training_960.txt
1000;2;6;0;0;[21, 28, 302, 649];levels/training_799.txt
535;0;1;1;100;[87, 10, 116, 321];levels/training_468.txt
73;4;0;1;120;[1, 3, 53, 15];levels/training_459.txt
392;1;0;0;5;[5, 9, 77, 301];levels/training_433.txt
58;3;0;1;115;[2, 1, 47, 7];levels/training_355.txt
81;3;0;1;115;[3, 1, 55, 21];levels/training_873.txt
861;5;7;0;0;[32, 16, 412, 401];levels/training_871.txt
1000;1;2;0;0;[32, 22, 20, 926];levels/training_1_106.txt
1000;1;0;0;5;[33, 25, 28, 914];levels/training_678.txt
1000;1;1;0;5;[31, 21, 32, 916];levels/training_81.txt
1000;1;0;0;5;[22, 28, 27, 923];levels/training_146.txt
1000;2;0;0;10;[39, 24, 31, 906];levels/training_197.txt
308;6;1;1;120;[6, 10, 271, 20];levels/training_1_166.txt
285;2;0;1;110;[8, 5, 261, 10];levels/training_105.txt
200;3;0;1;115;[5, 4, 184, 6];levels/training_739.txt
207;3;0;0;15;[6, 8, 185, 8];levels/training_226.txt
1000;5;21;0;0;[25, 27, 838, 110];levels/training_318.txt
129;4;0;1;120;[3, 1, 119, 5];levels/training_39.txt
59;7;0;1;135;[2, 1, 50, 5];levels/training_36.txt
385;6;0;1;130;[7, 7, 360, 10];levels/training_1_131.txt
159;5;0;1;125;[4, 6, 145, 3];levels/training_61.txt
100;0;0;1;100;[1, 2, 92, 4];levels/training_844.txt
168;1;0;0;5;[2, 4, 152, 10];levels/training_157.txt
439;5;6;1;125;[8, 11, 403, 16];levels/training_550.txt
321;6;0;1;130;[9, 5, 297, 9];levels/training_1_99.txt
78;2;0;1;110;[0, 2, 69, 6];levels/training_16.txt
139;4;0;1;120;[5, 6, 123, 4];levels/training_305.txt
23;1;0;0;5;[1, 0, 19, 3];levels/training_647.txt
1000;1;10;0;0;[30, 27, 891, 52];levels/training_932.txt
1000;1;0;0;5;[20, 22, 33, 925];levels/training_1_82.txt
1000;1;0;0;5;[30, 22, 35, 913];levels/training_718.txt
1000;3;0;0;15;[30, 23, 23, 924];levels/training_512.txt
1000;7;0;0;35;[23, 27, 47, 903];levels/training_67.txt
1000;0;2;0;0;[27, 24, 25, 924];levels/training_399.txt
1000;5;1;0;15;[25, 24, 907, 44];levels/training_395.txt
157;2;1;1;110;[1, 4, 140, 11];levels/training_1_36.txt
843;3;0;0;15;[23, 18, 780, 22];levels/training_291.txt
71;3;0;1;115;[2, 3, 58, 7];levels/training_241.txt
929;2;0;0;10;[16, 31, 861, 21];levels/training_871.txt
1000;3;0;0;15;[20, 23, 920, 37];levels/training_591.txt
80;0;0;1;100;[4, 4, 64, 7];levels/training_231.txt
65;0;0;1;100;[0, 2, 53, 9];levels/training_847.txt
135;3;0;1;115;[0, 2, 119, 13];levels/training_47.txt
79;1;0;1;105;[1, 1, 70, 6];levels/training_635.txt
641;2;0;0;10;[18, 23, 580, 20];levels/training_136.txt
1000;2;7;0;0;[14, 32, 917, 37];levels/training_612.txt
272;3;2;1;115;[9, 5, 249, 8];levels/training_1_187.txt
92;4;0;1;120;[0, 3, 81, 7];levels/training_78.txt
47;2;0;1;110;[3, 0, 41, 2];levels/training_656.txt
97;3;0;1;115;[7, 13, 68, 8];levels/training_324.txt
209;4;0;1;120;[5, 6, 189, 8];levels/training_544.txt
98;3;0;1;115;[1, 4, 83, 9];levels/training_718.txt
180;1;0;1;105;[3, 4, 164, 8];levels/training_77.txt
5;0;0;0;0;[0, 1, 3, 1];levels/training_695.txt
1000;1;0;0;5;[26, 34, 914, 26];levels/training_116.txt
1000;2;1;0;10;[25, 14, 929, 32];levels/training_624.txt
1000;3;0;0;15;[25, 28, 921, 26];levels/training_1_151.txt
67;0;1;1;100;[0, 2, 57, 7];levels/training_127.txt
68;5;0;1;125;[0, 0, 61, 6];levels/training_103.txt
865;3;0;0;15;[24, 19, 76, 746];levels/training_879.txt
54;0;0;1;100;[1, 0, 46, 6];levels/training_417.txt
330;5;4;1;100;[8, 5, 268, 48];levels/training_1_4.txt
115;3;1;1;115;[4, 1, 101, 8];levels/training_1_102.txt
55;1;0;1;105;[1, 0, 48, 5];levels/training_965.txt
446;5;0;0;25;[14, 11, 85, 336];levels/training_896.txt
72;5;0;1;125;[0, 2, 58, 11];levels/training_24.txt
81;2;0;1;110;[1, 4, 70, 5];levels/training_263.txt
137;2;1;1;105;[3, 7, 115, 11];levels/training_476.txt
74;7;0;1;135;[2, 4, 58, 9];levels/training_704.txt
72;2;0;1;110;[2, 0, 63, 6];levels/training_792.txt
48;2;0;1;110;[1, 0, 42, 4];levels/training_283.txt
516;4;0;0;20;[11, 15, 398, 92];levels/training_307.txt
74;5;0;1;125;[3, 1, 61, 8];levels/training_1_84.txt
150;2;0;1;110;[4, 3, 52, 90];levels/training_719.txt
78;6;0;1;130;[2, 2, 64, 9];levels/training_544.txt
698;5;0;0;25;[13, 24, 342, 319];levels/training_831.txt
66;3;0;1;115;[1, 3, 51, 10];levels/training_737.txt
934;3;0;0;15;[34, 25, 103, 772];levels/training_407.txt
96;2;0;1;110;[0, 0, 92, 3];levels/training_661.txt
904;0;0;0;0;[22, 17, 834, 31];levels/training_116.txt
1000;5;0;0;25;[30, 28, 912, 30];levels/training_621.txt
60;4;0;1;120;[1, 1, 50, 7];levels/training_377.txt
227;2;1;1;110;[5, 5, 200, 16];levels/training_203.txt
713;2;0;0;10;[18, 19, 657, 19];levels/training_82.txt
124;3;0;1;115;[2, 7, 107, 7];levels/training_925.txt
156;3;2;1;105;[2, 7, 136, 10];levels/training_110.txt
720;2;2;0;5;[14, 14, 671, 21];levels/training_1_31.txt
54;4;0;1;120;[0, 1, 46, 6];levels/training_867.txt
385;2;3;1;105;[7, 11, 345, 21];levels/training_105.txt
131;4;0;1;120;[1, 1, 122, 6];levels/training_631.txt
127;1;0;1;105;[4, 5, 113, 4];levels/training_154.txt
303;1;0;0;5;[4, 6, 288, 5];levels/training_777.txt
75;2;0;1;110;[5, 2, 56, 11];levels/training_438.txt
69;2;0;1;110;[3, 2, 55, 8];levels/training_203.txt
856;0;0;0;0;[15, 26, 694, 121];levels/training_63.txt
61;4;0;1;120;[1, 1, 52, 6];levels/training_848.txt
165;2;0;1;110;[3, 5, 151, 5];levels/training_635.txt
398;2;24;1;100;[13, 14, 350, 20];levels/training_332.txt
183;4;1;1;120;[3, 2, 151, 26];levels/training_1_164.txt
81;4;0;1;120;[0, 0, 74, 6];levels/training_596.txt
76;0;0;1;100;[0, 1, 66, 8];levels/training_1_61.txt
36;1;1;0;0;[2, 3, 27, 4];levels/training_1_97.txt
74;1;1;1;105;[4, 0, 55, 14];levels/training_810.txt
263;4;1;1;110;[6, 3, 232, 21];levels/training_1_76.txt
68;4;1;1;120;[1, 3, 54, 9];levels/training_50.txt
47;2;0;1;110;[0, 0, 42, 4];levels/training_53.txt
158;3;0;1;115;[1, 9, 137, 10];levels/training_756.txt
225;3;0;1;115;[3, 4, 191, 26];levels/training_892.txt
56;1;0;1;105;[3, 2, 43, 7];levels/training_964.txt
83;5;0;1;125;[0, 2, 68, 12];levels/training_742.txt
26;0;0;0;0;[1, 0, 25, 0];levels/training_971.txt
232;2;25;1;110;[2, 6, 216, 7];levels/training_243.txt
768;2;0;0;10;[21, 26, 705, 16];levels/training_13.txt
64;2;0;1;110;[1, 2, 49, 11];levels/training_780.txt
111;2;0;1;110;[2, 1, 95, 12];levels/training_4.txt
825;5;2;0;10;[18, 24, 678, 105];levels/training_541.txt
1000;8;6;0;40;[34, 23, 904, 39];levels/training_60.txt
158;2;1;1;105;[6, 4, 135, 12];levels/training_380.txt
111;2;0;1;110;[6, 4, 94, 6];levels/training_734.txt
93;1;0;1;105;[1, 1, 84, 6];levels/training_240.txt
72;1;0;1;105;[1, 2, 61, 7];levels/training_609.txt
87;2;0;1;110;[1, 3, 73, 9];levels/training_418.txt
180;5;1;1;115;[3, 4, 158, 14];levels/training_131.txt
299;3;0;0;15;[8, 10, 272, 9];levels/training_906.txt
98;2;0;1;110;[1, 1, 89, 6];levels/training_901.txt
902;4;0;0;20;[13, 24, 830, 35];levels/training_166.txt
1000;2;0;0;10;[26, 17, 928, 29];levels/training_826.txt
105;5;0;1;125;[3, 4, 92, 5];levels/training_169.txt
895;4;0;0;20;[22, 24, 824, 25];levels/training_1_54.txt
1000;0;0;0;0;[21, 26, 24, 929];levels/training_281.txt
1000;1;0;0;5;[31, 27, 26, 916];levels/training_304.txt
1000;0;5;0;0;[27, 29, 25, 919];levels/training_888.txt
1000;0;2;0;0;[27, 26, 24, 923];levels/training_1_67.txt
1000;3;0;0;15;[23, 23, 15, 939];levels/training_1_90.txt
59;1;0;1;105;[1, 3, 50, 4];levels/training_672.txt
52;3;0;1;115;[1, 0, 44, 6];levels/training_898.txt
62;5;0;1;125;[3, 3, 54, 1];levels/training_235.txt
827;3;4;0;0;[16, 23, 735, 53];levels/training_1_20.txt
339;2;0;1;110;[10, 9, 310, 9];levels/training_924.txt
107;5;1;1;115;[1, 2, 94, 9];levels/training_223.txt
62;1;0;1;105;[1, 1, 55, 4];levels/training_851.txt
492;3;0;0;15;[9, 11, 450, 22];levels/training_482.txt
62;3;0;1;115;[3, 1, 50, 7];levels/training_781.txt
938;2;0;0;10;[24, 17, 869, 28];levels/training_365.txt
131;2;0;1;110;[3, 5, 116, 6];levels/training_27.txt
869;5;1;0;15;[22, 24, 789, 34];levels/training_270.txt
240;3;0;1;115;[5, 5, 226, 3];levels/training_719.txt
88;1;0;1;105;[1, 2, 77, 7];levels/training_627.txt
672;2;0;0;10;[12, 9, 636, 15];levels/training_689.txt
178;7;1;1;135;[1, 3, 156, 17];levels/training_560.txt
247;4;0;1;120;[9, 2, 228, 7];levels/training_642.txt
267;0;1;1;100;[9, 4, 241, 12];levels/training_484.txt
308;3;0;0;15;[5, 5, 290, 8];levels/training_1_51.txt
1000;1;0;0;5;[24, 24, 916, 36];levels/training_626.txt
85;4;0;1;120;[2, 2, 71, 9];levels/training_740.txt
186;1;0;1;105;[11, 3, 165, 6];levels/training_952.txt
65;2;0;1;110;[0, 1, 57, 6];levels/training_711.txt
664;4;0;0;20;[22, 20, 605, 17];levels/training_785.txt
345;5;1;1;115;[6, 4, 321, 13];levels/training_602.txt
42;2;0;1;110;[2, 0, 36, 3];levels/training_238.txt
157;3;1;1;110;[6, 3, 131, 16];levels/training_489.txt
68;3;0;1;115;[3, 1, 57, 6];levels/training_929.txt
94;3;0;1;115;[6, 2, 74, 11];levels/training_755.txt
294;2;0;0;10;[11, 3, 272, 8];levels/training_213.txt
64;2;0;1;110;[0, 0, 56, 7];levels/training_977.txt
117;1;1;1;105;[0, 3, 99, 14];levels/training_233.txt
819;4;0;0;20;[20, 20, 749, 30];levels/training_953.txt
122;2;0;1;110;[5, 4, 66, 46];levels/training_853.txt
63;5;0;1;125;[2, 0, 49, 11];levels/training_579.txt
86;7;0;1;135;[0, 1, 74, 10];levels/training_1_127.txt
729;1;0;0;5;[23, 16, 66, 624];levels/training_985.txt
1000;4;0;0;20;[32, 30, 112, 826];levels/training_522.txt
1000;2;0;0;10;[25, 29, 101, 845];levels/training_1_175.txt
885;2;6;1;110;[25, 18, 77, 764];levels/training_918.txt
115;0;0;0;0;[2, 4, 6, 103];levels/training_106.txt
312;3;0;1;115;[8, 5, 57, 241];levels/training_284.txt
70;3;0;1;115;[1, 2, 58, 8];levels/training_184.txt
618;7;3;0;10;[19, 16, 251, 332];levels/training_1_71.txt
1000;6;1;0;20;[22, 28, 909, 41];levels/training_832.txt
84;3;0;1;115;[0, 2, 77, 4];levels/training_448.txt
916;4;5;0;10;[27, 20, 824, 45];levels/training_1_38.txt
1000;4;2;0;5;[23, 22, 913, 42];levels/training_30.txt
146;3;0;1;115;[9, 4, 125, 7];levels/training_719.txt
854;3;2;0;15;[26, 26, 763, 39];levels/training_850.txt
1000;5;3;0;5;[31, 28, 787, 154];levels/training_603.txt
1000;3;0;0;15;[29, 22, 805, 144];levels/training_660.txt
62;1;0;1;105;[4, 1, 48, 8];levels/training_634.txt
88;2;0;1;110;[2, 4, 67, 14];levels/training_1_123.txt
73;4;0;1;120;[2, 2, 62, 6];levels/training_631.txt
777;2;0;0;10;[16, 19, 712, 30];levels/training_1_2.txt
66;4;0;1;120;[3, 3, 50, 9];levels/training_974.txt
934;5;0;0;25;[26, 21, 847, 40];levels/training_725.txt
83;5;1;1;115;[1, 3, 66, 12];levels/training_822.txt
917;3;0;0;15;[16, 24, 850, 27];levels/training_104.txt
327;6;3;1;105;[11, 10, 263, 42];levels/training_1_4.txt
673;8;6;0;10;[20, 22, 499, 132];levels/training_124.txt
64;3;0;1;115;[3, 0, 56, 4];levels/training_675.txt
141;5;1;1;115;[1, 7, 117, 15];levels/training_8.txt
795;2;0;0;10;[21, 16, 736, 22];levels/training_42.txt
107;3;0;1;115;[5, 4, 93, 4];levels/training_886.txt
809;8;8;1;105;[17, 19, 741, 31];levels/training_530.txt
64;2;0;1;110;[1, 3, 57, 2];levels/training_32.txt
20;0;0;0;0;[2, 1, 14, 3];levels/training_758.txt
211;3;0;1;115;[6, 5, 193, 6];levels/training_495.txt
789;6;0;0;30;[14, 25, 727, 23];levels/training_527.txt
74;1;0;1;105;[0, 1, 61, 11];levels/training_429.txt
59;1;0;1;105;[2, 3, 48, 5];levels/training_863.txt
867;6;0;0;30;[25, 19, 794, 29];levels/training_198.txt
115;5;0;1;125;[1, 5, 94, 14];levels/training_312.txt
885;1;0;0;5;[25, 21, 818, 21];levels/training_201.txt
1000;4;4;0;20;[15, 29, 918, 38];levels/training_467.txt
72;1;0;1;105;[2, 1, 64, 4];levels/training_403.txt
321;2;1;1;100;[11, 9, 283, 17];levels/training_1_94.txt
607;9;6;0;15;[21, 8, 552, 26];levels/training_1_90.txt
1000;5;6;0;0;[34, 26, 884, 56];levels/training_551.txt
1000;5;0;0;25;[29, 33, 917, 21];levels/training_198.txt
785;2;20;1;100;[22, 18, 718, 26];levels/training_410.txt
215;3;0;0;15;[7, 13, 182, 13];levels/training_331.txt
143;4;0;1;120;[0, 2, 134, 6];levels/training_856.txt
83;3;0;1;115;[1, 3, 69, 9];levels/training_1_139.txt
774;3;0;0;15;[25, 17, 711, 21];levels/training_76.txt
72;5;0;1;125;[4, 2, 60, 5];levels/training_657.txt
928;5;3;0;5;[18, 27, 818, 65];levels/training_968.txt
1000;10;11;0;10;[24, 20, 859, 97];levels/training_908.txt
64;2;0;1;110;[1, 0, 54, 8];levels/training_780.txt
936;1;0;0;5;[22, 26, 119, 769];levels/training_784.txt
146;1;0;1;105;[6, 2, 120, 17];levels/training_1_23.txt
74;4;0;1;120;[0, 2, 66, 5];levels/training_821.txt
113;4;0;1;120;[1, 1, 106, 4];levels/training_640.txt
60;1;0;1;105;[0, 2, 50, 7];levels/training_7.txt
37;1;0;1;105;[2, 0, 33, 1];levels/training_750.txt
57;2;0;1;110;[1, 3, 47, 5];levels/training_178.txt
513;5;3;0;0;[16, 12, 463, 22];levels/training_720.txt
1000;5;1;0;25;[19, 32, 900, 49];levels/training_588.txt
146;3;0;1;115;[6, 3, 116, 20];levels/training_137.txt
69;8;0;1;140;[4, 1, 54, 9];levels/training_984.txt
56;3;0;1;115;[0, 1, 47, 7];levels/training_155.txt
78;2;1;1;110;[2, 0, 68, 7];levels/training_770.txt
129;5;1;1;120;[1, 5, 100, 22];levels/training_356.txt
81;4;0;1;120;[2, 3, 66, 9];levels/training_1_102.txt
86;3;0;1;115;[2, 3, 66, 14];levels/training_207.txt
53;3;0;1;115;[0, 1, 45, 6];levels/training_178.txt
94;3;0;1;115;[2, 2, 79, 10];levels/training_379.txt
208;2;0;0;10;[7, 5, 185, 11];levels/training_1_48.txt
123;3;3;1;105;[2, 6, 103, 11];levels/training_295.txt
154;1;0;1;105;[5, 2, 65, 81];levels/training_75.txt
77;2;0;1;110;[2, 5, 61, 8];levels/training_929.txt
646;4;3;0;0;[13, 18, 586, 29];levels/training_765.txt
59;2;0;1;110;[4, 0, 48, 6];levels/training_7.txt
153;6;0;1;130;[7, 3, 134, 8];levels/training_46.txt
788;6;2;0;30;[20, 21, 710, 37];levels/training_629.txt
66;2;0;1;110;[1, 2, 55, 7];levels/training_506.txt
62;5;0;1;125;[0, 2, 50, 9];levels/training_6.txt
100;5;1;1;115;[2, 1, 80, 16];levels/training_742.txt
772;3;0;0;15;[24, 19, 707, 22];levels/training_937.txt
63;6;0;1;130;[1, 2, 51, 8];levels/training_1_173.txt
937;1;2;0;5;[25, 25, 487, 400];levels/training_1_86.txt
112;8;1;1;135;[1, 1, 85, 24];levels/training_630.txt
49;0;0;1;100;[1, 2, 42, 3];levels/training_81.txt
839;3;0;0;15;[30, 19, 707, 83];levels/training_1_151.txt
306;3;0;1;115;[4, 7, 75, 219];levels/training_1_71.txt
92;2;1;1;110;[1, 5, 76, 9];levels/training_75.txt
73;0;0;1;100;[1, 0, 61, 10];levels/training_29.txt
529;1;0;0;5;[13, 18, 482, 16];levels/training_864.txt
44;1;0;1;105;[2, 0, 38, 3];levels/training_827.txt
158;2;1;1;105;[5, 5, 136, 11];levels/training_303.txt
79;3;0;1;115;[3, 2, 67, 6];levels/training_805.txt
719;8;10;0;15;[18, 23, 502, 176];levels/training_38.txt
315;3;3;1;105;[1, 8, 264, 41];levels/training_1_148.txt
685;1;0;0;5;[20, 16, 239, 410];levels/training_651.txt
1000;1;0;0;5;[25, 25, 25, 925];levels/training_765.txt
1000;2;0;0;10;[25, 24, 23, 928];levels/training_1_40.txt
1000;2;0;0;10;[24, 29, 18, 929];levels/training_9.txt
1000;3;3;0;0;[33, 31, 34, 902];levels/training_267.txt
1000;1;0;0;5;[29, 27, 17, 927];levels/training_307.txt
669;3;1;1;110;[14, 21, 601, 32];levels/training_1_158.txt
56;4;0;1;120;[0, 0, 50, 5];levels/training_658.txt
275;1;4;0;0;[4, 5, 240, 26];levels/training_66.txt
1000;5;0;0;25;[26, 14, 931, 29];levels/training_1_15.txt
172;1;1;1;105;[4, 3, 150, 14];levels/training_853.txt
81;3;5;1;115;[3, 1, 69, 7];levels/training_176.txt
747;5;2;0;5;[24, 15, 678, 30];levels/training_674.txt
444;5;4;1;125;[10, 7, 399, 27];levels/training_1_52.txt
60;6;0;1;130;[1, 0, 53, 5];levels/training_297.txt
79;4;0;1;120;[1, 4, 67, 6];levels/training_763.txt
48;1;0;1;105;[0, 1, 43, 3];levels/training_815.txt
275;3;2;1;105;[9, 4, 243, 18];levels/training_161.txt
70;3;0;1;115;[2, 1, 60, 6];levels/training_99.txt
24;1;0;0;5;[0, 1, 21, 2];levels/training_980.txt
60;1;0;1;105;[1, 3, 47, 8];levels/training_230.txt
940;8;8;0;10;[19, 21, 839, 61];levels/training_1_136.txt
246;5;0;1;125;[4, 9, 188, 44];levels/training_945.txt
472;2;0;1;110;[16, 7, 63, 385];levels/training_841.txt
191;3;0;1;115;[4, 6, 47, 133];levels/training_495.txt
71;1;0;1;105;[3, 0, 54, 13];levels/training_232.txt
20;2;0;0;10;[0, 0, 18, 2];levels/training_668.txt
74;5;1;1;120;[2, 0, 64, 7];levels/training_188.txt
49;3;0;1;115;[2, 0, 42, 4];levels/training_791.txt
877;3;0;0;15;[20, 24, 130, 703];levels/training_878.txt
78;2;0;1;110;[1, 1, 53, 22];levels/training_101.txt
65;2;0;1;110;[0, 0, 57, 7];levels/training_80.txt
57;1;1;1;105;[2, 1, 46, 7];levels/training_230.txt
800;5;10;0;0;[26, 16, 449, 309];levels/training_784.txt
125;7;0;1;135;[5, 2, 69, 48];levels/training_197.txt
486;5;4;1;100;[14, 9, 313, 149];levels/training_323.txt
98;4;0;1;120;[4, 2, 60, 31];levels/training_472.txt
67;3;0;1;115;[1, 1, 57, 7];levels/training_711.txt
224;0;0;0;0;[6, 1, 79, 138];levels/training_111.txt
72;4;0;1;120;[1, 0, 66, 4];levels/training_263.txt
67;4;0;1;120;[2, 2, 55, 7];levels/training_526.txt
75;5;0;1;125;[3, 4, 62, 5];levels/training_269.txt
786;5;1;0;25;[28, 21, 108, 629];levels/training_629.txt
53;4;0;1;120;[1, 0, 46, 5];levels/training_634.txt
68;3;4;1;115;[0, 2, 55, 10];levels/training_601.txt
63;4;0;1;120;[2, 1, 54, 5];levels/training_1_147.txt
88;3;0;1;115;[3, 0, 69, 15];levels/training_945.txt
728;4;0;0;20;[23, 15, 85, 605];levels/training_1_51.txt
52;1;0;1;105;[1, 1, 44, 5];levels/training_422.txt
62;3;0;1;115;[1, 0, 51, 9];levels/training_430.txt
69;1;0;1;105;[1, 3, 58, 6];levels/training_869.txt
71;3;0;1;115;[3, 3, 57, 7];levels/training_1_59.txt
746;10;4;0;10;[14, 21, 300, 411];levels/training_1_113.txt
1000;6;0;0;30;[24, 21, 183, 772];levels/training_855.txt
1000;1;0;0;5;[31, 22, 108, 839];levels/training_415.txt
1000;3;1;0;5;[28, 20, 122, 830];levels/training_535.txt
1000;2;0;0;10;[33, 24, 918, 25];levels/training_317.txt
117;3;0;1;115;[2, 2, 106, 6];levels/training_63.txt
620;6;3;1;100;[11, 18, 564, 26];levels/training_915.txt
76;3;0;1;115;[3, 2, 65, 5];levels/training_747.txt
187;2;0;0;10;[7, 3, 168, 9];levels/training_437.txt
118;2;0;1;110;[2, 5, 101, 9];levels/training_653.txt
55;2;0;1;110;[2, 2, 45, 5];levels/training_936.txt
827;1;0;0;5;[15, 17, 778, 17];levels/training_221.txt
372;3;6;1;100;[10, 8, 290, 63];levels/training_1_96.txt
183;4;0;1;120;[3, 8, 165, 6];levels/training_146.txt
445;5;0;0;25;[8, 7, 417, 13];levels/training_338.txt
1000;4;15;0;20;[24, 33, 913, 30];levels/training_227.txt
1000;2;0;0;10;[26, 35, 20, 919];levels/training_927.txt
1000;0;0;0;0;[27, 29, 24, 920];levels/training_625.txt
1000;0;1;0;0;[30, 44, 30, 896];levels/training_625.txt
1000;3;0;0;15;[18, 20, 24, 938];levels/training_685.txt
1000;4;0;0;20;[12, 18, 17, 953];levels/training_1_104.txt
1000;2;1;0;0;[23, 22, 46, 909];levels/training_1_48.txt
1000;2;7;0;0;[18, 23, 29, 930];levels/training_226.txt
1000;1;1;0;0;[35, 27, 19, 919];levels/training_603.txt
1000;1;0;0;5;[26, 24, 27, 923];levels/training_288.txt
1000;0;0;0;0;[27, 29, 31, 913];levels/training_247.txt
1000;5;16;0;0;[23, 20, 339, 618];levels/training_904.txt
1000;8;9;0;0;[24, 23, 351, 602];levels/training_730.txt
1000;2;2;0;0;[28, 25, 32, 915];levels/training_153.txt
161;4;0;1;120;[3, 2, 56, 99];levels/training_760.txt
839;7;1;0;25;[16, 25, 90, 708];levels/training_69.txt
1000;4;13;0;0;[17, 28, 329, 626];levels/training_1_172.txt
1000;2;11;0;10;[19, 26, 106, 849];levels/training_76.txt
119;2;0;1;110;[2, 0, 46, 70];levels/training_292.txt
439;5;3;1;100;[12, 13, 238, 175];levels/training_1_37.txt
442;5;2;0;15;[10, 12, 85, 335];levels/training_127.txt
1000;5;5;0;0;[19, 34, 321, 626];levels/training_683.txt
556;5;0;1;125;[15, 14, 86, 440];levels/training_205.txt
141;2;1;1;105;[5, 1, 84, 50];levels/training_118.txt
175;2;0;1;110;[4, 4, 54, 112];levels/training_614.txt
128;0;0;0;0;[1, 4, 2, 121];levels/training_707.txt
772;4;0;1;120;[19, 20, 76, 656];levels/training_1_32.txt
228;1;0;0;5;[3, 3, 50, 172];levels/training_421.txt
1000;1;0;0;5;[30, 19, 28, 923];levels/training_812.txt
1000;3;2;0;0;[22, 29, 34, 915];levels/training_1_73.txt
1000;2;1;0;0;[21, 19, 24, 936];levels/training_675.txt
1000;2;0;0;10;[25, 27, 23, 925];levels/training_1_28.txt
1000;2;3;0;0;[39, 29, 23, 909];levels/training_508.txt
1000;4;1;0;10;[25, 27, 21, 927];levels/training_34.txt
1000;0;0;0;0;[26, 18, 23, 933];levels/training_1_129.txt
1000;2;1;0;10;[20, 31, 25, 924];levels/training_234.txt
1000;0;2;0;0;[24, 29, 23, 924];levels/training_268.txt
